Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2005,3,21,1,1145,1145,1234,1237,"EV",4395,"N820AS",49,52,33,-3,0,"GSP","ATL",153,7,9,0,,0,0,0,0,0,0
2005,3,12,6,1048,1052,1154,1219,"EV",4419,"N722EV",126,147,110,-25,-4,"ATL","ICT",781,6,10,0,,0,0,0,0,0,0
2005,3,20,7,2100,2100,2212,2222,"EV",4423,"N833AS",72,82,57,-10,0,"CVG","CAE",404,2,13,0,,0,0,0,0,0,0
2005,3,22,2,1907,1829,2134,2058,"EV",4474,"N914EV",87,89,65,36,38,"MLU","ATL",448,12,10,0,,0,0,0,36,0,0
2005,3,8,2,1332,1303,1434,1421,"EV",4550,"N632AS",62,78,55,13,29,"ATL","TRI",227,2,5,0,,0,0,0,0,0,0
2005,3,15,2,1744,1744,1810,1803,"EV",4604,"N730EV",86,79,57,7,0,"SLC","LAS",368,10,19,0,,0,0,0,0,0,0
2005,3,1,2,650,700,846,853,"EV",4690,"N871AS",116,113,89,-7,-10,"TOL","ATL",549,5,22,0,,0,0,0,0,0,0
2005,3,25,5,1115,1102,1158,1128,"EV",4748,"N708EV",103,86,61,30,13,"SLC","RNO",422,6,36,0,,0,13,0,17,0,0
2005,3,14,1,1810,1810,1940,1940,"EV",4777,"N730EV",150,150,138,0,0,"MCI","SLC",919,4,8,0,,0,0,0,0,0,0
2005,3,22,2,2155,2155,2329,2324,"EV",4790,"N901EV",94,89,61,5,0,"CVG","PHF",465,8,25,0,,0,0,0,0,0,0
2005,3,24,4,1751,1745,1935,1945,"EV",4796,"N855AS",104,120,84,-10,6,"ABE","CVG",503,6,14,0,,0,0,0,0,0,0
2005,3,17,4,1825,1730,2128,2025,"EV",4842,"N878AS",123,115,90,63,55,"TUL","ATL",674,8,25,0,,0,0,0,63,0,0
2005,3,23,3,718,718,1016,1008,"EV",4857,"N850AS",118,110,99,8,0,"PNS","CVG",608,6,13,0,,0,0,0,0,0,0
2005,3,8,2,835,835,1025,1020,"EV",4926,"N868AS",110,105,91,5,0,"TPA","TYS",547,4,15,0,,0,0,0,0,0,0
2005,3,1,2,2016,1958,2219,2214,"FL",1726,"N982AT",63,76,47,5,18,"MEM","ATL",332,4,12,0,,0,0,0,0,0,0
2005,3,3,4,1508,1510,1741,1735,"FL",270,"N993AT",153,145,132,6,-2,"ATL","BOS",946,7,14,0,,0,0,0,0,0,0
2005,3,5,6,1335,1322,1631,1600,"FL",998,"N968AT",176,158,145,31,13,"FLL","PIT",994,4,27,0,,0,0,0,18,0,13
2005,3,9,3,1125,1125,1235,1247,"FL",1794,"N932AT",70,82,54,-12,0,"ATL","RDU",356,3,13,0,,0,0,0,0,0,0
2005,3,11,5,1715,1631,2015,1931,"FL",686,"N915AT",120,120,101,44,44,"ICT","ATL",781,9,10,0,,0,0,0,44,0,0
2005,3,13,7,803,805,1003,1014,"FL",492,"N948AT",120,129,100,-11,-2,"MCO","BWI",787,9,11,0,,0,0,0,0,0,0
2005,3,15,2,1920,1920,2051,2048,"FL",453,"N934AT",91,88,78,3,0,"BWI","DAY",406,4,9,0,,0,0,0,0,0,0
2005,3,18,5,858,900,1052,1052,"FL",76,"N906AT",114,112,84,0,-2,"FLL","ATL",581,6,24,0,,0,0,0,0,0,0
2005,3,21,1,1005,1005,1129,1136,"FL",746,"N184AT",84,91,67,-7,0,"MCO","ATL",403,9,8,0,,0,0,0,0,0,0
2005,3,23,3,1819,1755,1955,1941,"FL",173,"N957AT",96,106,73,14,24,"ATL","RSW",515,4,19,0,,0,0,0,0,0,0
2005,3,25,5,1005,1005,1147,1133,"FL",711,"N995AT",102,88,71,14,0,"DAY","ATL",432,8,23,0,,0,0,0,0,0,0
2005,3,27,7,1854,1705,2012,1822,"FL",1710,"N943AT",78,77,52,110,109,"ATL","RDU",356,6,20,0,,0,0,0,1,0,109
2005,3,28,1,1801,1652,2026,1902,"FL",497,"N985AT",145,130,114,84,69,"BWI","MCO",787,8,23,0,,0,69,0,15,0,0
2005,3,28,1,1730,1520,2014,1800,"FL",1912,"N977AT",104,100,88,134,130,"GPT","FLL",620,6,10,0,,0,0,0,4,0,130
2005,3,31,4,2356,2115,118,2225,"FL",305,"N176AT",202,190,169,173,161,"ATL","DEN",1199,7,26,0,,0,0,0,12,0,161
2005,3,31,4,1900,1725,2122,2005,"FL",521,"N959AT",142,160,114,77,95,"SRQ","BWI",880,7,21,0,,0,0,0,0,0,77
2005,3,30,3,826,835,1539,1545,"HA",10,"N589HA",313,310,402,-6,-9,"HNL","LAX",2556,11,20,0,,0,0,0,0,0,0
2005,3,5,6,2305,2310,749,750,"HA",36,"N585HA",344,340,502,-1,-5,"HNL","PHX",2917,4,18,0,,0,0,0,0,0,0
2005,3,10,4,1220,1225,1246,1254,"HA",144,"N485HA",26,29,19,-8,-5,"LIH","HNL",102,4,3,0,,0,0,0,0,0,0
2005,3,23,3,840,845,911,919,"HA",155,"N485HA",31,34,21,-8,-5,"OGG","HNL",100,5,5,0,,0,0,0,0,0,0
2005,3,2,3,,1430,,1620,"HP",809,"N164AW",,170,,,,"MCI","PHX",1044,0,0,1,"A",0,0,0,0,0,0
2005,3,4,5,2336,2244,713,616,"HP",778,"N913AW",277,272,240,57,52,"LAS","BWI",2106,9,28,0,,0,0,0,57,0,0
2005,3,10,4,1427,1429,1433,1446,"HP",196,"N914AW",66,77,48,-13,-2,"PHX","SAN",304,2,16,0,,0,0,0,0,0,0
2005,3,11,5,1250,1250,1531,1612,"HP",73,"N604AW",281,322,261,-41,0,"EWR","PHX",2133,5,15,0,,0,0,0,0,0,0
2005,3,13,7,2012,2015,2316,2310,"HP",374,"N652AW",364,355,338,6,-3,"BOS","LAS",2381,4,22,0,,0,0,0,0,0,0
2005,3,21,1,1615,1609,2258,2247,"HP",418,"N638AW",283,278,256,11,6,"PHX","BDL",2213,5,22,0,,0,0,0,0,0,0
2005,3,22,2,754,800,933,1019,"HP",335,"N325AW",219,259,199,-46,-6,"IND","PHX",1489,4,16,0,,0,0,0,0,0,0
2005,3,22,2,540,540,917,920,"HP",12,"N621AW",157,160,144,-3,0,"SEA","PHX",1107,4,9,0,,0,0,0,0,0,0
2005,3,24,4,1946,1950,2157,2210,"HP",36,"N334AW",71,80,58,-13,-4,"LAX","PHX",370,6,7,0,,0,0,0,0,0,0
2005,3,24,4,2103,2105,2325,2305,"HP",879,"N817AW",262,240,232,20,-2,"MSY","LAS",1501,20,10,0,,0,0,0,20,0,0
2005,3,25,5,56,2345,253,144,"HP",572,"N605AW",57,59,36,69,71,"LAS","PHX",256,8,13,0,,0,0,0,0,0,69
2005,3,27,7,1605,1605,2337,2339,"HP",776,"N649AW",272,274,248,-2,0,"LAS","BWI",2106,5,19,0,,0,0,0,0,0,0
2005,3,28,1,2023,2027,2157,2215,"HP",587,"N803AW",154,168,136,-18,-4,"PHX","GEG",1020,7,11,0,,0,0,0,0,0,0
2005,3,30,3,2102,2035,2205,2134,"HP",771,"N322AW",123,119,101,31,27,"PHX","SMF",647,6,16,0,,0,0,0,4,0,27
2005,3,19,6,2216,2220,2,2348,"MQ",3033,"N370AM",106,88,71,14,-4,"LAX","MRY",267,2,33,0,,0,0,0,0,0,0
2005,3,2,3,1214,1214,1300,1305,"MQ",3104,"N345SB",46,51,28,-5,0,"PSP","LAX",110,5,13,0,,0,0,0,0,0,0
2005,3,31,4,1552,1555,1709,1721,"MQ",3167,"N848AE",77,86,66,-12,-3,"SFO","SNA",372,3,8,0,,0,0,0,0,0,0
2005,3,20,7,1824,1820,1944,1937,"MQ",3179,"N808AE",80,77,64,7,4,"SJC","SAN",417,2,14,0,,0,0,0,0,0,0
2005,3,29,2,1818,1819,1913,1915,"MQ",3225,"N383AE",55,56,32,-2,-1,"DFW","SPS",113,6,17,0,,0,0,0,0,0,0
2005,3,8,2,1803,1810,1900,1856,"MQ",3263,"N376AE",57,46,28,4,-7,"DFW","ACT",89,9,20,0,,0,0,0,0,0,0
2005,3,11,5,2038,2041,2116,2125,"MQ",3401,"N856AE",38,44,20,-9,-3,"DFW","TYR",103,4,14,0,,0,0,0,0,0,0
2005,3,9,3,1435,1435,1532,1530,"MQ",3418,"N635AE",57,55,44,2,0,"SJT","DFW",228,5,8,0,,0,0,0,0,0,0
2005,3,23,3,1647,1649,1751,1800,"MQ",3455,"N671AE",64,71,42,-9,-2,"DFW","LIT",304,4,18,0,,0,0,0,0,0,0
2005,3,15,2,1538,1539,1827,1840,"MQ",3487,"N675AE",109,121,91,-13,-1,"DFW","SDF",733,3,15,0,,0,0,0,0,0,0
2005,3,18,5,1727,1730,1902,1903,"MQ",3596,"N806AE",155,153,129,-1,-3,"TYS","DFW",772,15,11,0,,0,0,0,0,0,0
2005,3,6,7,552,554,810,743,"MQ",3598,"N672AE",198,169,157,27,-2,"CMH","DFW",927,9,32,0,,0,0,0,27,0,0
2005,3,13,7,1302,1243,1627,1611,"MQ",3625,"N678AE",145,148,125,16,19,"DFW","GSO",999,3,17,0,,0,16,0,0,0,0
2005,3,10,4,1527,1531,1627,1625,"MQ",3685,"N375AE",60,54,41,2,-4,"DFW","TXK",181,2,17,0,,0,0,0,0,0,0
2005,3,12,6,1654,1655,1814,1747,"MQ",3686,"N849AE",80,52,37,27,-1,"TXK","DFW",181,33,10,0,,0,0,0,27,0,0
2005,3,3,4,925,930,1026,1046,"MQ",3732,"N504AE",61,76,48,-20,-5,"LIT","DFW",304,9,4,0,,0,0,0,0,0,0
2005,3,3,4,1701,1710,1834,1840,"MQ",3744,"N902BC",93,90,73,-6,-9,"JAN","DFW",408,11,9,0,,0,0,0,0,0,0
2005,3,23,3,901,852,1006,959,"MQ",3760,"N817AE",65,67,45,7,9,"HOU","DFW",247,6,14,0,,0,0,0,0,0,0
2005,3,26,6,658,653,1020,1010,"MQ",3809,"N648AE",142,137,117,10,5,"DFW","CLT",936,2,23,0,,0,0,0,0,0,0
2005,3,5,6,1930,1930,2101,2111,"MQ",3833,"N824AE",91,101,72,-10,0,"DFW","PNS",604,4,15,0,,0,0,0,0,0,0
2005,3,10,4,,1355,,1442,"MQ",3870,"0",,47,,,,"ORD","MKE",67,0,0,1,"B",0,0,0,0,0,0
2005,3,9,3,617,619,706,708,"MQ",3924,"N675AE",49,49,28,-2,-2,"MLI","ORD",139,7,14,0,,0,0,0,0,0,0
2005,3,11,5,1923,1924,2008,2013,"MQ",3929,"N621AE",45,49,28,-5,-1,"ORD","MLI",139,4,13,0,,0,0,0,0,0,0
2005,3,10,4,1414,1221,1510,1309,"MQ",3945,"N683AE",56,48,26,121,113,"ORD","BMI",116,4,26,0,,0,72,0,8,0,41
2005,3,16,3,1331,1339,1419,1428,"MQ",3946,"N647AE",48,49,36,-9,-8,"BMI","ORD",116,5,7,0,,0,0,0,0,0,0
2005,3,4,5,1305,1308,1525,1538,"MQ",4062,"N677AE",80,90,66,-13,-3,"ORD","BUF",473,4,10,0,,0,0,0,0,0,0
2005,3,27,7,1306,1308,1529,1538,"MQ",4062,"N624AE",83,90,68,-9,-2,"ORD","BUF",473,3,12,0,,0,0,0,0,0,0
2005,3,21,1,1649,1705,1732,1800,"MQ",4226,"N835AE",43,55,30,-28,-16,"DBQ","ORD",147,4,9,0,,0,0,0,0,0,0
2005,3,21,1,1619,1624,1803,1804,"MQ",4259,"N621AE",104,100,77,-1,-5,"ORD","MEM",491,4,23,0,,0,0,0,0,0,0
2005,3,25,5,600,600,705,651,"MQ",4374,"N682AE",65,51,28,14,0,"CMI","ORD",135,11,26,0,,0,0,0,0,0,0
2005,3,1,2,1302,1307,1550,1600,"MQ",4434,"N684JW",108,113,88,-10,-5,"ORD","RIC",642,4,16,0,,0,0,0,0,0,0
2005,3,28,1,2202,1948,2317,2103,"MQ",4574,"N685AE",75,75,59,134,134,"BWI","BOS",370,4,12,0,,0,0,0,0,0,134
2005,3,1,2,,759,,914,"MQ",4777,"0",,75,,,,"LGA","DCA",214,0,0,1,"B",0,0,0,0,0,0
2005,3,21,1,2302,2000,3,2112,"MQ",4817,"N700LE",61,72,36,171,182,"LGA","BOS",185,4,21,0,,0,0,0,0,0,171
2005,3,30,3,2023,2030,2124,2149,"MQ",4906,"N847AE",61,79,46,-25,-7,"LGA","BUF",292,4,11,0,,0,0,0,0,0,0
2005,3,17,4,1223,1210,1801,1745,"NW",120,"N344NB",218,215,198,16,13,"SNA","MSP",1522,8,12,0,,0,5,0,3,0,8
2005,3,30,3,2229,2128,1,2307,"NW",165,"N543US",212,219,180,54,61,"MSP","SEA",1399,4,28,0,,0,0,0,0,0,54
2005,3,14,1,1317,1317,1714,1700,"NW",200,"N349NB",177,163,158,14,0,"MSP","EWR",1008,7,12,0,,0,0,0,0,0,0
2005,3,19,6,2021,1919,2149,2049,"NW",360,"N507US",88,90,65,60,62,"MSP","MDW",349,5,18,0,,0,60,0,0,0,0
2005,3,1,2,620,630,1200,1205,"NW",368,"N344NW",220,215,197,-5,-10,"SFO","MSP",1589,6,17,0,,0,0,0,0,0,0
2005,3,26,6,1404,1348,1644,1619,"NW",426,"N536US",160,151,134,25,16,"DTW","MCO",957,12,14,0,,0,13,0,9,0,3
2005,3,11,5,1758,1806,2039,2032,"NW",439,"N549US",221,206,198,7,-8,"TPA","MSP",1307,6,17,0,,0,0,0,0,0,0
2005,3,12,6,1011,1012,1148,1144,"NW",542,"N365NW",97,92,70,4,-1,"DTW","LGA",501,15,12,0,,0,0,0,0,0,0
2005,3,15,2,826,825,1030,1031,"NW",557,"N333NW",124,126,102,-1,1,"MEM","MSP",700,6,16,0,,0,0,0,0,0,0
2005,3,24,4,719,722,825,830,"NW",578,"N358NW",66,68,48,-5,-3,"OMA","MSP",282,7,11,0,,0,0,0,0,0,0
2005,3,12,6,818,820,953,1004,"NW",611,"N304US",155,164,137,-11,-2,"DCA","MSP",931,10,8,0,,0,0,0,0,0,0
2005,3,18,5,1142,740,1253,842,"NW",627,"N371NB",71,62,43,251,242,"LAS","LAX",236,5,23,0,,0,242,0,9,0,0
2005,3,10,4,605,605,753,757,"NW",653,"N3324L",108,112,83,-4,0,"EWR","DTW",487,7,18,0,,0,0,0,0,0,0
2005,3,27,7,1442,1445,1815,1814,"NW",678,"N373NB",153,149,135,1,-3,"SLC","MSP",991,7,11,0,,0,0,0,0,0,0
2005,3,25,5,1545,1546,1913,1923,"NW",696,"N372NB",148,157,110,-10,-1,"DFW","DTW",987,28,10,0,,0,0,0,0,0,0
2005,3,8,2,,2055,,2231,"NW",696,"N338NB",,96,,,,"DTW","MHT",609,0,0,1,"B",0,0,0,0,0,0
2005,3,25,5,1909,1912,2258,2254,"NW",732,"N3324L",169,162,130,4,-3,"MSP","JFK",1028,13,26,0,,0,0,0,0,0,0
2005,3,18,5,1127,1133,1322,1223,"NW",753,"N9338",175,110,154,59,-6,"DTW","MSP",528,8,13,0,,0,0,0,59,0,0
2005,3,3,4,1517,1518,1753,1802,"NW",756,"N583NW",96,104,68,-9,-1,"MSP","DTW",528,9,19,0,,0,0,0,0,0,0
2005,3,10,4,1008,1010,1221,1228,"NW",788,"N961N",73,78,56,-7,-2,"MSP","GRR",408,7,10,0,,0,0,0,0,0,0
2005,3,3,4,1942,1945,2109,2119,"NW",827,"N961N",87,94,68,-10,-3,"MEM","DFW",432,7,12,0,,0,0,0,0,0,0
2005,3,9,3,1511,1435,1601,1535,"NW",828,"N762NC",50,60,33,26,36,"MEM","BNA",200,4,13,0,,0,26,0,0,0,0
2005,3,18,5,2346,2230,748,639,"AA",10,"N325AA",302,309,275,69,76,"LAX","JFK",2475,6,21,0,,0,19,0,0,0,50
2005,3,19,6,1341,1330,1551,1544,"AA",66,"N632AA",130,134,104,7,11,"DFW","ORD",802,8,18,0,,0,0,0,0,0,0
2005,3,24,4,1249,1135,2120,1937,"AA",198,"N614AA",331,302,305,103,74,"SEA","JFK",2421,7,19,0,,0,4,0,29,0,70
2005,3,12,6,2137,2135,515,515,"AA",234,"N5ESAA",278,280,255,0,2,"LAX","MIA",2342,6,17,0,,0,0,0,0,0,0
2005,3,5,6,1823,1826,2012,2032,"AA",341,"N494AA",169,186,151,-20,-3,"ORD","ABQ",1118,6,12,0,,0,0,0,0,0,0
2005,3,4,5,1158,1202,1449,1445,"AA",360,"N455AA",171,163,141,4,-4,"SAT","ORD",1041,17,13,0,,0,0,0,0,0,0
2005,3,27,7,755,800,1052,1104,"AA",390,"N518AA",117,124,90,-12,-5,"ORD","LGA",733,6,21,0,,0,0,0,0,0,0
2005,3,22,2,1840,1842,1959,1945,"AA",410,"N207AA",199,183,171,14,-2,"DFW","PSP",1126,5,23,0,,0,0,0,0,0,0
2005,3,10,4,918,847,1444,1417,"AA",434,"N614AA",206,210,176,27,31,"LAS","ORD",1515,10,20,0,,0,0,0,27,0,0
2005,3,5,6,1310,1314,1550,1559,"AA",440,"N426AA",100,105,80,-9,-4,"COS","DFW",592,10,10,0,,0,0,0,0,0,0
2005,3,31,4,1244,1229,1744,1735,"AA",466,"N631AA",180,186,155,9,15,"RNO","DFW",1345,6,19,0,,0,0,0,0,0,0
2005,3,9,3,1515,1518,1828,1837,"AA",476,"N516AA",133,139,120,-9,-3,"DFW","CMH",927,5,8,0,,0,0,0,0,0,0
2005,3,6,7,1648,1553,1728,1636,"AA",569,"N473AA",100,103,81,52,55,"DFW","ELP",551,1,18,0,,0,46,0,0,0,6
2005,3,31,4,955,1000,1419,1352,"AA",570,"N5EHAA",204,172,186,27,-5,"ORD","FLL",1182,6,12,0,,0,0,0,27,0,0
2005,3,25,5,1140,1143,1225,1224,"AA",571,"N541AA",105,101,87,1,-3,"DFW","ELP",551,2,16,0,,0,0,0,0,0,0
2005,3,29,2,1256,1255,1605,1617,"AA",633,"N5CYAA",309,322,289,-12,1,"SJU","DFW",2165,8,12,0,,0,0,0,0,0,0
2005,3,1,2,1441,1438,1757,1803,"AA",639,"N437AA",256,265,216,-6,3,"BOS","DFW",1562,20,20,0,,0,0,0,0,0,0
2005,3,22,2,1611,1615,1839,1849,"AA",669,"N4XJAA",148,154,119,-10,-4,"MSP","DFW",852,15,14,0,,0,0,0,0,0,0
2005,3,17,4,1256,1300,1609,1614,"AA",674,"N5BWAA",253,254,230,-5,-4,"SJU","EWR",1608,5,18,0,,0,0,0,0,0,0
2005,3,19,6,713,715,1158,1204,"AA",699,"N071AA",225,229,193,-6,-2,"JFK","SJU",1597,5,27,0,,0,0,0,0,0,0
2005,3,16,3,1646,1644,1904,1914,"AA",729,"N4TUAA",258,270,232,-10,2,"ORD","LAX",1745,12,14,0,,0,0,0,0,0,0
2005,3,30,3,1249,1250,1551,1553,"AA",743,"N440AA",242,243,213,-2,-1,"LGA","DFW",1389,14,15,0,,0,0,0,0,0,0
2005,3,11,5,1744,1745,1900,1931,"AA",847,"N4WWAA",196,226,181,-31,-1,"DFW","SJC",1438,2,13,0,,0,0,0,0,0,0
2005,3,3,4,2140,2148,2346,2359,"AA",860,"N214AA",66,71,43,-13,-8,"ORD","DTW",235,5,18,0,,0,0,0,0,0,0
2005,3,19,6,715,719,1048,1100,"AA",894,"N241AA",153,161,140,-12,-4,"DFW","ORF",1213,4,9,0,,0,0,0,0,0,0
2005,3,13,7,1050,1054,1227,1245,"AA",1076,"N225AA",97,111,79,-18,-4,"TUL","ORD",585,3,15,0,,0,0,0,0,0,0
2005,3,24,4,1428,1438,1804,1803,"AA",1099,"N622AA",156,145,119,1,-10,"MIA","SJU",1045,26,11,0,,0,0,0,0,0,0
2005,3,24,4,1856,1731,2256,2137,"AA",1116,"N408AA",180,186,154,79,85,"DFW","PHL",1302,4,22,0,,0,79,0,0,0,0
2005,3,9,3,1101,1105,1204,1230,"AA",1143,"N419AA",123,145,106,-26,-4,"IND","DFW",762,9,8,0,,0,0,0,0,0,0
2005,3,17,4,1130,1133,1418,1428,"AA",1255,"N560AA",228,235,203,-10,-3,"EWR","DFW",1372,15,10,0,,0,0,0,0,0,0
2005,3,25,5,859,1901,1110,2050,"AA",1315,"N460AA",191,169,147,860,838,"TPA","DFW",929,20,24,0,,0,0,0,734,0,126
2005,3,18,5,1155,1158,1350,1407,"AA",1327,"N487AA",175,189,163,-17,-3,"PIT","DFW",1068,4,8,0,,0,0,0,0,0,0
2005,3,3,4,926,927,1305,1317,"AA",1346,"N285AA",159,170,142,-12,-1,"DFW","BWI",1217,5,12,0,,0,0,0,0,0,0
2005,3,22,2,655,700,826,842,"AA",1346,"N582AA",91,102,74,-16,-5,"MCI","DFW",460,7,10,0,,0,0,0,0,0,0
2005,3,17,4,2207,2206,2314,2256,"AA",1427,"N5TEAA",187,170,161,18,1,"DFW","LAS",1055,8,18,0,,0,0,0,18,0,0
2005,3,27,7,1737,1738,2051,2100,"AA",1432,"N524AA",134,142,118,-9,-1,"DEN","ORD",888,6,10,0,,0,0,0,0,0,0
2005,3,30,3,1610,1612,1904,1905,"AA",1442,"N544AA",114,113,85,-1,-2,"ORD","DCA",612,5,24,0,,0,0,0,0,0,0
2005,3,31,4,1702,1625,1747,1715,"AA",1454,"N232AA",45,50,30,32,37,"AUS","HOU",148,5,10,0,,0,17,0,0,0,15
2005,3,10,4,2217,1935,109,2220,"AA",1457,"N557AA",172,165,137,169,162,"ORD","IAH",925,5,30,0,,0,0,14,7,0,148
2005,3,23,3,1252,1258,1612,1615,"AA",1474,"N4YJAA",140,137,111,-3,-6,"DFW","CLT",936,8,21,0,,0,0,0,0,0,0
2005,3,27,7,1627,1626,1717,1725,"AA",1483,"N400AA",110,119,94,-8,1,"DFW","DEN",641,6,10,0,,0,0,0,0,0,0
2005,3,15,2,634,642,856,853,"AA",1511,"N529AA",202,191,178,3,-8,"FLL","DFW",1119,9,15,0,,0,0,0,0,0,0
2005,3,14,1,1826,1830,1940,1948,"AA",1554,"N574AA",74,78,38,-8,-4,"STL","ORD",258,25,11,0,,0,0,0,0,0,0
2005,3,31,4,808,810,948,955,"AA",1593,"N5EYAA",160,165,146,-7,-2,"SJU","FLL",1046,4,10,0,,0,0,0,0,0,0
2005,3,11,5,1543,1542,2022,2003,"AA",1606,"N518AA",219,201,188,19,1,"TUS","ORD",1437,13,18,0,,0,0,0,19,0,0
2005,3,20,7,1851,1854,1953,2012,"AA",1629,"N283AA",62,78,41,-19,-3,"TUL","DFW",237,13,8,0,,0,0,0,0,0,0
2005,3,25,5,1855,1855,2110,2116,"AA",1636,"N4YBAA",135,141,109,-6,0,"DFW","MSP",852,10,16,0,,0,0,0,0,0,0
2005,3,13,7,920,921,1205,1205,"AA",1648,"N558AA",105,104,74,0,-1,"ABQ","DFW",569,18,13,0,,0,0,0,0,0,0
2005,3,25,5,1728,1645,1747,1701,"AA",1769,"N3BDAA",79,76,54,46,43,"DTW","ORD",235,8,17,0,,0,0,0,5,0,41
2005,3,20,7,635,642,1026,1040,"AA",1776,"N531AA",171,178,153,-14,-7,"DFW","PHL",1302,9,9,0,,0,0,0,0,0,0
2005,3,8,2,1255,1256,1451,1458,"AA",1855,"N468AA",176,182,155,-7,-1,"RSW","DFW",1017,10,11,0,,0,0,0,0,0,0
2005,3,6,7,700,700,954,1005,"AA",1871,"N633AA",174,185,158,-11,0,"BOS","MCO",1121,4,12,0,,0,0,0,0,0,0
2005,3,8,2,1847,1850,2047,2055,"AA",1928,"N073AA",180,185,164,-8,-3,"SJU","MCO",1189,2,14,0,,0,0,0,0,0,0
2005,3,26,6,1246,1250,1400,1408,"AA",1936,"N452AA",74,78,51,-8,-4,"LAX","SFO",337,3,20,0,,0,0,0,0,0,0
2005,3,15,2,1354,1357,1719,1715,"AA",1972,"N3ALAA",145,138,119,4,-3,"IAH","MIA",964,6,20,0,,0,0,0,0,0,0
2005,3,13,7,1337,1339,1713,1715,"AA",2204,"N504AA",156,156,134,-2,-2,"DFW","PBI",1103,4,18,0,,0,0,0,0,0,0
2005,3,22,2,725,730,1048,1054,"AA",2237,"N3DGAA",203,204,188,-6,-5,"BOS","FLL",1237,4,11,0,,0,0,0,0,0,0
2005,3,26,6,559,600,841,838,"AA",2284,"N422AA",102,98,83,3,-1,"ABQ","DFW",569,4,15,0,,0,0,0,0,0,0
2005,3,30,3,1346,1340,1539,1529,"AA",2367,"N517AA",173,169,138,10,6,"TPA","ORD",1012,25,10,0,,0,0,0,0,0,0
2005,3,24,4,1452,1452,1622,1623,"AA",2379,"N596AA",90,91,65,-1,0,"ORD","MCI",403,4,21,0,,0,0,0,0,0,0
2005,3,9,3,,635,,848,"AA",2403,"0",,193,,,,"BOS","STL",1046,0,0,1,"B",0,0,0,0,0,0
2005,3,22,2,900,900,1027,1017,"AA",2409,"N3CVAA",207,197,186,10,0,"DFW","LAX",1235,3,18,0,,0,0,0,0,0,0
2005,3,10,4,1956,1944,2106,2049,"AS",46,"N747AS",70,65,56,17,12,"BET","ANC",399,5,9,0,,0,0,0,5,0,12
2005,3,12,6,709,712,755,810,"AS",60,"N756AS",46,58,35,-15,-3,"JNU","KTN",234,4,7,0,,0,0,0,0,0,0
2005,3,7,1,600,600,701,704,"AS",62,"N708AS",61,64,43,-3,0,"FAI","ANC",261,8,10,0,,0,0,0,0,0,0
2005,3,23,3,1641,1657,1722,1746,"AS",66,"N776AS",41,49,33,-24,-16,"CDV","YAK",213,5,3,0,,0,0,0,0,0,0
2005,3,5,6,126,130,545,540,"AS",154,"N611AS",199,190,185,5,-4,"ANC","SEA",1449,5,9,0,,0,0,0,0,0,0
2005,3,31,4,1120,1130,1214,1226,"AS",163,"N611AS",54,56,39,-12,-10,"ANC","FAI",261,3,12,0,,0,0,0,0,0,0
2005,3,30,3,2029,1937,2201,2119,"AS",328,"N773AS",92,102,76,42,52,"SEA","SMF",605,6,10,0,,0,0,0,0,0,42
2005,3,23,3,704,715,836,843,"AS",355,"N705AS",92,88,68,-7,-11,"SNA","OAK",371,7,17,0,,0,0,0,0,0,0
2005,3,18,5,1129,1020,1333,1229,"AS",376,"N768AS",124,129,102,64,69,"SEA","SFO",679,5,17,0,,0,6,0,0,0,58
2005,3,1,2,1917,1925,2139,2147,"AS",464,"N792AS",142,142,127,-8,-8,"PDX","SNA",859,5,10,0,,0,0,0,0,0,0
2005,3,19,6,1123,1126,1350,1401,"AS",568,"N961AS",147,155,131,-11,-3,"SEA","LAX",954,5,11,0,,0,0,0,0,0,0
2005,3,21,1,1522,1515,1748,1744,"AS",584,"N318AS",146,149,127,4,7,"SEA","PSP",987,5,14,0,,0,0,0,0,0,0
2005,3,4,5,2047,2056,2321,2300,"AS",600,"N797AS",154,124,114,21,-9,"PDX","LAS",762,33,7,0,,0,0,0,21,0,0
2005,3,13,7,752,800,1016,1019,"AS",605,"N705AS",144,139,127,-3,-8,"LAS","PDX",762,5,12,0,,0,0,0,0,0,0
2005,3,19,6,1347,1322,1613,1546,"AS",652,"N944AS",146,144,127,27,25,"SEA","LAS",866,7,12,0,,0,2,0,2,0,23
2005,3,10,4,1544,1519,1734,1721,"AS",727,"N935AS",170,182,152,13,25,"PHX","SEA",1107,7,11,0,,0,0,0,0,0,0
2005,3,12,6,1741,1700,1908,1815,"B6",7,"N570JB",87,75,51,53,41,"BUF","JFK",301,14,22,0,,0,8,0,12,0,33
2005,3,12,6,2036,2005,2206,2125,"B6",36,"N503JB",90,80,53,41,31,"JFK","ROC",264,7,30,0,,0,16,0,10,0,15
2005,3,13,7,1350,1355,1452,1500,"B6",281,"N587JB",62,65,44,-8,-5,"LAS","LGB",231,6,12,0,,0,0,0,0,0,0
